"synsetid","sampleid","sample"
"301774091","1","fast colors"
"301774483","1","greaseproof wrapping paper"
"301774720","1","temptation-proof"
"301774720","2","childproof locks"
"301774869","1","resistant to the effects of heat"
"301774869","2","resistant to persuasion"
"301775034","1","he was a great believer in the corrosion-resistant qualities of cast iron"
"301775420","1","a soundproof room"
"301776845","1","self-sealing tires"
"301776974","1","psychoactive drugs"
"301777212","1","LSD is a powerful hallucinogenic drug"
"301777367","1","hallucinogenic drugs are mind-altering substances"
"301777822","1","psychedelic drugs like psilocybin and mescaline"
"301778073","1","a nonpsychoactive pain reliever"
"301778212","1","physical exercise"
"301778212","2","physical suffering"
"301778212","3","was sloppy about everything but her physical appearance"
"301778572","1","animal instincts"
"301778572","2","carnal knowledge"
"301778572","3","fleshly desire"
"301778572","4","a sensual delight in eating"
"301778572","5","music is the only sensual pleasure without vice"
"301778935","1","bodily needs"
"301778935","2","a corporal defect"
"301778935","3","corporeal suffering"
"301778935","4","a somatic symptom or somatic illness"
"301779193","1","material needs"
"301779193","2","the moral and material welfare of all good citizens"
"301779428","1","personal hygiene"
"301779558","1","physiologic functions"
"301779558","2","physiological processes"
"301779792","1","somatogenic theories of schizophrenia"
"301779986","1","mental images of happy times"
"301779986","2","mental calculations"
"301779986","3","in a terrible mental state"
"301779986","4","mental suffering"
"301779986","5","free from mental defects"
"301780343","1","intellectual problems"
"301780343","2","the triumph of the rational over the animal side of man"
"301780596","1","a moral victory"
"301780596","2","moral support"
"301780740","1","psychic energy"
"301780740","2","psychic trauma"
"301780937","1","a psychogenic disorder"
"301781076","1","give psychological support"
"301781076","2","psychological warfare"
"301781478","1","pious readings"
"301781781","1","a devotional exercise"
"301781882","1","a godly man"
"301781882","2","leading a godly life"
"301782100","1","a sickening sanctimonious smile"
"301782854","1","the secular clergy"
"301782981","1","the religious or regular clergy conducts the service"
"301783158","1","a religious man"
"301783158","2","religious attitude"
"301783522","1","churchlike silence"
"301783522","2","the pure fragrance of churchly incense"
"301783710","1","a god-fearing and law-abiding people"
"301783863","1","an interfaith marriage"
"301783863","2","interfaith good will"
"301784602","1","a lapsed Catholic"
"301785180","1","an implacable enemy"
"301785341","1","grim determination"
"301785341","2","grim necessity"
"301785341","3","Russia's final hour\, it seemed\, approached with inexorable certainty"
"301785341","4","relentless persecution"
"301785341","5","the stern demands of parenthood"
"301785783","1","stern and unmitigable accusations"
"301787009","1","a banded rock"
"301788564","1","my dress is richly figured"
"301788705","1","an unusual floral design"
"301788994","1","white blossoms with purple-laced petals"
"301789117","1","marbleized pink skin"
"301789481","1","a field patched with ice and snow"
"301789481","2","the wall had a spotty speckled effect"
"301789481","3","a black-and-white spotted cow"
"301790348","1","brown iris...slashed with yellow"
"301790507","1","sprigged muslin"
"301790613","1","streaked hair"
"301790613","2","fat legs and dirty streaky faces"
"301791911","1","plain food"
"301791911","2","stuck to the plain facts"
"301791911","3","a plain blue suit"
"301791911","4","a plain rectangular brick building"
"301792387","1","a stark interior"
"301792573","1","only the bare facts"
"301792573","2","shocked by the mere idea"
"301792573","3","the simple passage of time was enough"
"301792573","4","the simple truth"
"301792821","1","a chaste border of conventionalized flowers"
"301792973","1","dry toast"
"301792973","2","dry meat"
"301793106","1","dry facts"
"301793106","2","rattled off the facts in a dry mechanical manner"
"301793254","1","the featureless landscape of the steppe"
"301793405","1","homely truths"
"301793405","2","letters to his son full of homely advice"
"301793405","3","homely fare"
"301793674","1","it's the literal truth"
"301793812","1","a simple country schoolhouse"
"301793812","2","her black dress--simple to austerity"
"301793985","1","a neat tailored suit"
"301793985","2","tailored curtains"
"301794125","1","the most common type of bond is the straight or plain vanilla bond"
"301794125","2","the basic car is known as the vanilla version"
"301794340","1","fancy handwriting"
"301794340","2","fancy clothes"
"301794771","1","flamboyant handwriting"
"301794771","2","the senator's florid speech"
"301794995","1","the building...frantically baroque"
"301795203","1","a busy painting"
"301795203","2","a fussy design"
"301795460","1","a crackle glaze"
"301795610","1","a damascened sword"
"301795799","1","damask table linens"
"301795933","1","an elaborate lace pattern"
"301796109","1","a crenelated molding"
"301796304","1","a fanciful pattern with intertwined vines and flowers"
"301796452","1","Gaudi's fantastic architecture"
"301796600","1","a lacy gown"
"301796600","2","a lacy leaf"
"301796736","1","puff sleeves"
"301796844","1","an exquisite gilded rococo mirror"
"301796977","1","vermicular (or vermiculated) stonework"
"301797148","1","the planned outlays for new equipment"
"301797394","1","a novel with a contrived ending"
"301797528","1","deep-laid plans"
"301797633","1","a preset plan of action"
"301797633","2","at a predetermined time"
"301797770","1","it was a put-up job"
"301797862","1","an unplanned economy"
"301797862","2","accepts an unplanned order"
"301797862","3","an unplanned pregnancy"
"301797862","4","unplanned remarks"
"301798162","1","seek help from casual passers-by"
"301798162","2","a casual meeting"
"301798162","3","a chance occurrence"
"301798371","1","an ad hoc committee meeting"
"301798484","1","a casual remark"
"301798484","2","information collected by casual methods and in their spare time"
"301798697","1","asked an unpremeditated question"
"301798828","1","a studied smile"
"301798828","2","a note of biting irony and studied insult"
"301799035","1","an air of unstudied spontaneous utterance is apt to be painstakingly achieved"
"301799035","2","simple unstudied charm"
"301799297","1","a candid photograph"
"301799297","2","a candid interview"
"301799457","1","a plausible excuse"
"301799781","1","glib promises"
"301799781","2","a slick commercial"
"301799957","1","gave the teacher an implausible excuse"
"301800349","1","we had a pleasant evening together"
"301800349","2","a pleasant scene"
"301800349","3","pleasant sensations"
"301800764","1","what a beautiful day"
"301800873","1","the most dulcet swimming on the most beautiful and remote beaches"
"301801029","1","the company was enjoyable"
"301801029","2","found her praise gratifying"
"301801029","3","full of happiness and pleasurable excitement"
"301801029","4","good printing makes a book more pleasurable to read"
"301801327","1","the grateful warmth of the fire"
"301801446","1","his idyllic life in Tahiti"
"301801600","1","an unpleasant personality"
"301801600","2","unpleasant repercussions"
"301801600","3","unpleasant odors"
"301802165","1","an acerbic tone piercing otherwise flowery prose"
"301802165","2","a barrage of acid comments"
"301802165","3","her acrid remarks make her many enemies"
"301802165","4","bitter words"
"301802165","5","blistering criticism"
"301802165","6","caustic jokes about political assassination\, talk-show hosts and medical ethics"
"301802165","7","a sulfurous denunciation"
"301802165","8","a vitriolic critique"
"301802774","1","hellish weather"
"301802774","2","stop that god-awful racket"
"301802932","1","a dour\, self-sacrificing life"
"301802932","2","a forbidding scowl"
"301802932","3","a grim man loving duty more than humanity"
"301802932","4","undoubtedly the grimmest part of him was his iron claw"
"301803335","1","the embarrassing moment when she found her petticoat down around her ankles"
"301803335","2","it was mortifying to know he had heard every word"
"301803583","1","wild and harsh country full of hot sand and cactus"
"301803583","2","the nomad life is rough and hazardous"
"301803792","1","the harsh cry of a blue jay"
"301803792","2","harsh cognac"
"301803792","3","the harsh white light makes you screw up your eyes"
"301803792","4","harsh irritating smoke filled the hallway"
"301804034","1","make it hot for him"
"301804034","2","in the hot seat"
"301804034","3","in hot water"
"301804175","1","it was a sore trial to him"
"301804175","2","the painful process of growing up"
"301804422","1","he became rebarbative and prickly and spiteful"
"301804422","2","I find his obsequiousness repellent"
"301804728","1","sharp criticism"
"301804728","2","a sharp-worded exchange"
"301804728","3","a tart remark"
"301804906","1","I will not perform the ungrateful task of comparing cases of failure"
"301805064","1","the unhappy truth"
"301805355","1","We are not amused"
"301805489","1","felt bucked up by his success"
"301805618","1","I'm chuffed to have won"
"301806106","1","made an irritated gesture"
"301806106","2","feeling nettled from the constant teasing"
"301806106","3","peeved about being left out"
"301806106","4","felt really pissed at her snootiness"
"301806106","5","riled no end by his lies"
"301806106","6","roiled by the delay"
"301806483","1","had an exasperated look on his face"
"301806483","2","felt exasperated beyond endurance"
"301806677","1","grew more and more disgusted"
"301806677","2","fed up with their complaints"
"301806677","3","sick of it all"
"301806677","4","sick to death of flattery"
"301806677","5","gossip that makes one sick"
"301806677","6","tired of the noise and smoke"
"301807075","1","she looked offended"
"301807075","2","face had a pained and puzzled expression"
"301807219","1","a pleasing piece of news"
"301807219","2","pleasing in manner and appearance"
"301807605","1","among her many admirable qualities are generosity and graciousness"
"301807799","1","endowed with charming manners"
"301807799","2","a charming little cottage"
"301807799","3","a charming personality"
"301807964","1","a delightful surprise"
"301807964","2","the comedy was delightful"
"301807964","3","a delicious joke"
"301808139","1","easy good looks"
"301808227","1","a fabulous vacation"
"301808329","1","good looks"
"301808413","1","sweet revenge"
"301808544","1","with open arms and an ingratiating smile"
"301808671","1","the sweet song of the lark"
"301808671","2","the sweet face of a child"
"301809019","1","his disconcerting habit of greeting friends ferociously and strangers charmingly"
"301809019","2","an upsetting experience"
"301809245","1","his cavelier curtness of manner was exasperating"
"301809245","2","I've had an exasperating day"
"301809245","3","her infuriating indifference"
"301809245","4","the ceaseless tumult of the jukebox was maddening"
"301809541","1","an off-putting remark"
"301810720","1","a broad-nibbed pen"
"301810868","1","the peaked ceiling"
"301810868","2","the island's peaked hills"
"301811172","1","a sharpened pencil"
"301811504","1","my pencils are all pointless"
"301811683","1","thick marks made by a blunt pencil"
"301811997","1","his polished prose"
"301811997","2","in a freshly ironed dress and polished shoes"
"301811997","3","freshly polished silver"
"301812237","1","bright silver candlesticks"
"301812237","2","a burnished brass knocker"
"301812237","3","she brushed her hair until it fell in lustrous auburn waves"
"301812237","4","rows of shining glasses"
"301812237","5","shiny black patents"
"301812630","1","a dazzling and finished piece of writing"
"301812630","2","a finished violinist"
"301812846","1","dull unpolished shoes"
"301813081","1","raw talent"
"301813081","2","raw beauty"
"301813183","1","a rough draft"
"301813183","2","a few rough sketches"
"301813400","1","it is neither polite nor politic to get into other people's quarrels"
"301813400","2","a politic decision"
"301813400","3","a politic manager"
"301813400","4","a politic old scoundrel"
"301813400","5","a shrewd and politic reply"
"301813733","1","in the circumstances it was expedient to express loyalty"
"301813920","1","an astute and sagacious statesman"
"301814085","1","an impolitic approach to a sensitive issue"
"301814385","1","calling a meeting is a political act in itself"
"301814385","2","political pressure"
"301814385","3","a political machine"
"301814385","4","political office"
"301814385","5","political policy"
"301814711","1","governmental policy"
"301814711","2","public confidence and governmental morale"
"301815309","1","something ponderable from the outer world--something of which we can say that its weight is so and so"
"301815540","1","the assessable qualities of art"
"301815669","1","such imponderable human factors as aesthetic sensibility"
"301815838","1","a popular tourist attraction"
"301815838","2","a popular girl"
"301815838","3","cabbage patch dolls are no longer popular"
"301816195","1","a best-selling novel"
"301816376","1","a favorite tourist attraction"
"301816525","1","one of the hot young talents"
"301816525","2","cabbage patch dolls were hot last season"
"301816696","1","of the three American Virgin islands St. Thomas is the most touristed"
"301816696","2","tourists descend in busloads...so the whole place is rather touristy"
"301816956","1","unpopular ideas"
"301816956","2","an unpopular war"
"301817155","1","the tourist's desire to visit less-traveled countries"
"301817301","1","a pro vote"
"301817500","1","a positive attitude"
"301817500","2","the reviews were all positive"
"301817500","3","a positive benefit"
"301817500","4","a positive demand"
"301817908","1","an affirmative outlook"
"301818077","1","constructive criticism"
"301818234","1","a negative outlook on life"
"301818234","2","a colorless negative personality"
"301818234","3","a negative evaluation"
"301818234","4","a negative reaction to an advertising campaign"
"301818820","1","took perverse satisfaction in foiling her plans"
"301819390","1","a plus value"
"301819390","2","temperature of plus 5 degrees"
"301819390","3","a grade of C plus"
"301819692","1","positive numbers"
"301819821","1","minus 5 degrees"
"301819821","2","a grade of B minus"
"301819976","1","a negative number"
"301820103","1","positive increase in graduating students"
"301820338","1","negative interest rates"
"301820481","1","a positive pregnancy test"
"301820861","1","the HIV test was negative"
"301821266","1","a breakthrough may be possible next year"
"301821266","2","anything is possible"
"301821266","3","warned of possible consequences"
"301821920","1","a quality affirmable of every member of the family"
"301822153","1","choose an attainable goal"
"301822153","2","art is not something that is come-at-able by dint of study"
"301822411","1","they had to plan for contingent expenses"
"301822933","1","have a mathematical chance of making the playoffs"
"301823092","1","an impossible dream"
"301823092","2","an impossible situation"
"301823475","1","the situation is hopeless"
"301823574","1","refloating the sunken ship proved impracticable because of its fragility"
"301823574","2","a suggested reform that was unfeasible in the prevailing circumstances"
"301823948","1","a picnic is out because of the weather"
"301824081","1","an unattainable goal"
"301824244","1","a potent toxin"
"301824244","2","potent liquor"
"301824244","3","a potent cup of tea"
"301824244","4","a stiff drink"
"301824653","1","multipotent drugs"
"301824751","1","Technology without morality is barbarous; morality without technology is impotent"
"301824751","2","felt impotent rage"
"301825080","1","an ineffectual ruler"
"301825080","2","like an unable phoenix in hot ashes"
"301825671","1","the most powerful government in western Europe"
"301825671","2","his powerful arms"
"301825671","3","a powerful bomb"
"301825671","4","the horse's powerful kick"
"301825671","5","powerful drugs"
"301825671","6","a powerful argument"
"301826327","1","authority is directional instead of coercive"
"301826477","1","compelling ambition"
"301826575","1","struck a mighty blow"
"301826575","2","the mighty logger Paul Bunyan"
"301826575","3","the pen is mightier than the sword"
"301826828","1","the muscular and passionate Fifth Symphony"
"301826979","1","providing the ground soldier with increasingly potent weapons"
"301827261","1","prince-regent"
"301827766","1","a weak\, nerveless fool\, devoid of energy and promptitude"
"301827946","1","lying ill and helpless"
"301827946","2","helpless with laughter"
"301828130","1","a low-powered engine"
"301828242","1","a weak president"
"301828391","1","powered flight"
"301828391","2","kerosine-powered jet engines"
"301828706","1","a battery-powered radio"
"301828836","1","a high-powered microscope"
"301828987","1","a hopped-up jalopy"
"301829149","1","a power-driven hand tool"
"301829254","1","a steam-powered locomotive"
"301829505","1","an autogiro is supported in flight by unpowered rotating wings"
"301829652","1","high-tension wire"
"301829835","1","a high-voltage generator"
"301830134","1","an influential newspaper"
"301830134","2","influential leadership for peace"
"301830403","1","an important official"
"301830403","2","the captain's authoritative manner"
"301830703","1","a prestigious professor at a prestigious university"
"301830946","1","all mammals except monotremes and marsupials are placental mammals"
"301831203","1","transplacental passage of nutrients"
"301831346","1","monotremes and marsupials are aplacental mammals"
"301831679","1","cropped soil"
"301831789","1","drifts of naturalized daffodils"
"301832108","1","a quickset hawthorn hedge"
"301832245","1","a seeded lawn"
"301832707","1","uncropped soil"
"301832807","1","farmland still unsown"
"301832945","1","plowed fields"
"301833092","1","tilled land ready for seed"
"301833226","1","unplowed fields"
"301833226","2","unbroken land"
"301833401","1","fallow farmland"
"301833541","1","untilled land"
"301833643","1","cultivated land"
"301833791","1","uncultivated land"
"301833939","1","thickets of indigenous trees...on uncultivable land"
"301834121","1","potted geraniums"
"301834304","1","he is a very practical person"
"301834304","2","the idea had no practical application"
"301834304","3","a practical knowledge of Japanese"
"301834304","4","woodworking is a practical art"
"301835023","1","functional education selects knowledge that is concrete and usable rather than abstract and theoretical"
"301835023","2","functional architecture"
"301835409","1","a matter-of-fact (or pragmatic) approach to the problem"
"301835409","2","a matter-of-fact account of the trip"
"301835663","1","an operable plan"
"301835663","2","a practicable solution"
"301835843","1","serviceable low-heeled shoes"
"301836117","1","the party has a working majority in the House"
"301836117","2","a working knowledge of Spanish"
"301836350","1","refloating the ship proved impractical because of the expense"
"301836350","2","he is intelligent but too impractical for commercial work"
"301836350","3","an impractical solution"
"301836766","1","a crazy scheme"
"301836766","2","half-baked ideas"
"301836766","3","a screwball proposal without a prayer of working"
"301837182","1","as quixotic as a restoration of medieval knighthood"
"301837182","2","a romantic disregard for money"
"301837182","3","a wild-eyed dream of a world state"
"301837605","1","unwieldy rules and regulations"
"301837744","1","a precise mind"
"301837744","2","specified a precise amount"
"301837744","3","arrived at the precise moment"
"301838151","1","a dead shot"
"301838151","2","took dead aim"
"301838253","1","a fine distinction"
"301838379","1","finespun distinctions"
"301838529","1","meticulous research"
"301838529","2","punctilious in his attention to rules of etiquette"
"301838772","1","examined it with microscopic care"
"301838916","1","a nice bit of craft"
"301838916","2","a job requiring nice measurements with a micrometer"
"301838916","3","a nice shot"
"301839099","1","his guess was on the nose"
"301839099","2","the prediction for snow was right on the button"
"301839317","1","the very center of town"
"301839417","1","imprecise astronomical observations"
"301839417","2","the terms he used were imprecise and emotional"
"301839663","1","bearing a general resemblance to the original"
"301839663","2","a general description of the merchandise"
"301839829","1","a precocious child"
"301839829","2","a precocious achievement"
"301840121","1","the child's skeletal age was classified as `advanced'"
"301840121","2","children in the advanced classes in elementary school read far above grade average"
"301840366","1","providing a secure and sometimes happy life for the retarded"
"301841699","1","foreseeable costs were well within the budget"
"301841834","1","the inevitable changes of the seasons"
"301842198","1","the aleatory element in life"
"301842304","1","a capricious summer breeze"
"301842304","2","freakish weather"
"301842468","1","episodic in his affections"
"301842468","2","occasional headaches"
"301842643","1","unforeseeable consequences"
"301842763","1","a premeditated crime"
"301842963","1","with malice aforethought"
"301843205","1","letting him borrow her car was an impulsive act that she immediately regretted"
"301843380","1","a prepared statement"
"301843380","2","be prepared for emergencies"
"301843746","1","he stood to attention with his shoulders braced"
"301843906","1","an embattled city"
"301844002","1","equipped for service in the Arctic"
"301844241","1","a surface preconditioned to receive paint"
"301844241","2","customers preconditioned to buy a product"
"301844441","1","frozen precooked meals from the supermarket"
"301844585","1","prepared ergot"
"301844585","2","processed cheeses are easy to spread"
"301844742","1","dinner is ready"
"301844858","1","a table spread with food"
"301845002","1","he was up on his homework"
"301845002","2","had to be up for the game"
"301845160","1","unprepared remarks"
"301845160","2","the shock was unprepared"
"301845160","3","our treaty makers approached their immensely difficult problems unprepared"
"301845451","1","his ad-lib comments showed poor judgment"
"301845451","2","an extemporaneous piano recital"
"301845451","3","an extemporary lecture"
"301845451","4","an extempore skit"
"301845451","5","an impromptu speech"
"301845451","6","offhand excuses"
"301845451","7","trying to sound offhanded and reassuring"
"301845451","8","an off-the-cuff toast"
"301845451","9","a few unrehearsed comments"
"301845921","1","a spur-of-the-moment party"
"301846049","1","a prescription drug"
"301846204","1","nonprescription drugs"
"301846204","2","an over-the-counter cold remedy"
"301846413","1","the murderer is present in this room"
"301846413","2","present at the wedding"
"301846413","3","present at the creation"
"301846815","1","attendant members of the congreation"
"301847101","1","depletion of the oxygen existing in the bloodstream"
"301847242","1","is everyone here?"
"301847349","1","one of the 93 naturally occurring chemical elements"
"301847864","1","he's away right now"
"301847864","2","you must not allow a stranger into the house when your mother is away"
"301848056","1","the book is practically introuvable"
"301848171","1","truant schoolboys"
"301848171","2","the soldier was AWOL for almost a week"
"301848355","1","an ostentatious sable coat"
"301848701","1","a cheap showy rhinestone bracelet"
"301848701","2","a splashy half-page ad"
"301848970","1","his unostentatious office"
"301848970","2","unostentatious elegance"
"301849170","1","clothes in quiet good taste"
"301849288","1","a pretentious country house"
"301849288","2","a pretentious fraud"
"301849288","3","a pretentious scholarly edition"
"301849960","1","a grandiloquent and boastful manner"
"301849960","2","overblown oratory"
"301849960","3","a pompous speech"
"301849960","4","pseudo-scientific gobbledygook and pontifical hooey"
"301850446","1","high-flown talk of preserving the moral tone of the school"
"301850446","2","a high-sounding dissertation on the means to attain social revolution"
"301851118","1","too often the significant episode deteriorates into sententious conversation"
"301851330","1","sesquipedalian orators"
"301851330","2","this sesquipedalian way of saying one has no money"
"301851523","1","an unpretentious country church"
"301851523","2","her quiet unpretentious demeanor"
"301851795","1","worked at an honest trade"
"301851795","2","good honest food"
"301851916","1","comfortable but modest cottages"
"301851916","2","a simple rectangular brick building"
"301851916","3","a simple man with simple tastes"
"301852174","1","primary goals"
"301852174","2","a primary effect"
"301852174","3","primary sources"
"301852174","4","a primary interest"
"301852548","1","our capital concern was to avoid defeat"
"301852666","1","a direct result of the accident"
"301852812","1","firsthand information"
"301852924","1","first-string players"
"301853039","1","his work is based on only original\, not secondary\, sources"
"301853228","1","his special interest is music"
"301853228","2","she gets special (or particular) satisfaction from her volunteer work"
"301853461","1","the stone will be hauled to a secondary crusher"
"301853461","2","a secondary source"
"301853461","3","a secondary issue"
"301853461","4","secondary streams"
"301853934","1","an alternative plan"
"301854129","1","the main library and its auxiliary branches"
"301854420","1","collateral target damage from a bombing run"
"301854546","1","indirect benefits"
"301854546","2","an indirect advantage"
"301854702","1","a secondhand report"
"301854702","2","a secondhand account of a memory of something once read"
"301854702","3","most of our knowledge is secondhand"
"301854935","1","a second-string pitcher"
"301855086","1","a standby generator"
"301855086","2","a standby crew"
"301855204","1","a thirdhand report"
"301855446","1","a utility infielder"
"301855621","1","read about mountain climbing and felt vicarious excitement"
"301855764","1","a basic fact"
"301855764","2","the basic ingredients"
"301855764","3","basic changes in public opinion occur because of changes in priorities"
"301856066","1","the painter applied a base coat followed by two finishing coats"
"301856238","1","an elementary need for love and nurturing"
"301856419","1","the fundamental laws of the universe"
"301856419","2","a fundamental incomatibility between them"
"301856419","3","these rudimentary truths"
"301856419","4","underlying principles"
"301856686","1","the grassroots factor in making the decision"
"301856802","1","a radical flaw in the plan"
"301856929","1","incidental expenses"
"301856929","2","the road will bring other incidental advantages"
"301856929","3","extra duties incidental to the job"
"301856929","4","labor problems incidental to a rapid expansion"
"301856929","5","confusion incidental to a quick change"
"301857527","1","parenthetical remarks"
"301857743","1","a peripheral interest"
"301857743","2","energy is far from a peripheral issue in the economy"
"301857743","3","peripheral issues"
"301857956","1","a secondary infection"
"301858094","1","a private place"
"301858094","2","private discussions"
"301858094","3","private lessons"
"301858094","4","a private club"
"301858094","5","a private secretary"
"301858094","6","private property"
"301858094","7","the former President is now a private citizen"
"301858094","8","public figures struggle to maintain a private life"
"301859055","1","the cloistered academic world of books"
"301859055","2","sat close together in the sequestered pergola"
"301859055","3","sitting under the reclusive calm of a shade tree"
"301859055","4","a secluded romantic spot"
"301859368","1","a close secret"
"301859466","1","a closed-door meeting"
"301859571","1","this arrangement must be kept confidential"
"301859571","2","their secret communications"
"301859801","1","a confidential secretary"
"301859970","1","an exceedingly insular man; so deeply private as to seem inaccessible to the scrutiny of a novelist"
"301860328","1","offstage political meetings"
"301860465","1","one-on-one instruction"
"301860580","1","a privy place to rest and think"
"301860580","2","a secluded romantic spot"
"301860580","3","a secret garden"
"301860765","1","semiprivate room"
"301860890","1","a tete-a-tete supper"
"301860890","2","a head-to-head conversation"
"301861205","1","the public good"
"301861205","2","public libraries"
"301861205","3","public funds"
"301861205","4","public parks"
"301861205","5","a public scandal"
"301861205","6","public gardens"
"301861205","7","performers and members of royal families are public figures"
"301861648","1","a person in the public eye"
"301861776","1","national parks"
"301861910","1","an open protest"
"301861910","2","an open letter to the editor"
"301862161","1","a state university"
"301862386","1","exclusive clubs"
"301862386","2","an exclusive restaurants and shops"
"301862697","1","she alone believed him"
"301862697","2","cannot live by bread alone"
"301862697","3","I'll have this car and this car only"
"301862891","1","inner regions of the organization"
"301862891","2","inner circles of government"
"301863066","1","privy to inner knowledge"
"301863066","2","inside information"
"301863066","3","privileged information"
"301863246","1","the school was very selective in its admissions"
"301863442","1","the politician tried to hide his white-shoe background"
"301863680","1","an inclusive art form"
"301863680","2","an inclusive fee"
"301863680","3","his concept of history is modern and inclusive"
"301863680","4","from Monday to Friday inclusive"
"301863970","1","a comprehensive survey of world affairs"
"301864123","1","the privileged few"
"301864279","1","another sweetheart deal based on political influence"
"301864666","1","a childhood that was unhappy and deprived\, the family living off charity"
"301864666","2","boys from a deprived environment\, wherein the family life revealed a pattern of neglect\, moral degradation\, and disregard for law"
"301865043","1","underclass mothers and children"
"301865197","1","productive farmland"
"301865197","2","his productive years"
"301865197","3","a productive collaboration"
"301865967","1","a prolific writer"
"301865967","2","a fecund imagination"
"301866336","1","oil-bearing shale"
"301866429","1","rich seams of coal"
"301866535","1","elimination of high-cost or unproductive industries"
"301866812","1","a fruitless search"
"301866812","2","futile years after her artistic peak"
"301866812","3","a sleeveless errand"
"301866812","4","a vain attempt"
"301867052","1","a dry run"
"301867052","2","a mind dry of new ideas"
"301867189","1","nonproductive labor"
"301867295","1","generative power"
"301867295","2","generative forces"
"301867502","1","water suitable for beneficial consumptive uses"
"301867502","2","duties consumptive of time and energy"
"301867502","3","consumptive fires"
"301867996","1","astonishingly reproducible results can be obtained"
"301868470","1","an inimitable style"
"301868578","1","dogs and mice and flies are as unrepeatable as men are"
"301868724","1","the professional man or woman possesses distinctive qualifications"
"301868724","2","began her professional career after the Olympics"
"301868724","3","professional theater"
"301868724","4","professional football"
"301868724","5","a professional cook"
"301868724","6","professional actors and athletes"
"301869258","1","a professed philosopher"
"301869370","1","the nonprofessional wives of his male colleagues"
"301869370","2","nonprofessional actors"
"301869634","1","an amateur painter"
"301869634","2","gained valuable experience in amateur theatricals"
"301869634","3","recreational golfers"
"301869634","4","reading matter that is both recreational and mentally stimulating"
"301869634","5","unpaid extras in the documentary"
"301869975","1","a lay opinion as to the cause of the disease"
"301870100","1","professional conduct"
"301870100","2","professional ethics"
"301870100","3","a thoroughly professional performance"
"301870321","1","described in unprofessional language so that high school students could understand it"
"301870321","2","was censured for unprofessional conduct"
"301870321","3","unprofessional repairs"
"301870636","1","a very amateurish job"
"301870636","2","inexpert but conscientious efforts"
"301870636","3","an unskilled painting"
"301870889","1","profitable speculation on the stock market"
"301871204","1","without bankable stars the film script aroused no interest"
"301871349","1","a juicy contract"
"301871349","2","a nice fat job"
"301871565","1","it was no longer economic to keep the factory open"
"301871565","2","have to keep prices high enough to make it economic to continue the service"
"301871774","1","a remunerative business"
"301871949","1","deposits abandoned by mining companies as unprofitable"
"301872265","1","dead capital"
"301872265","2","idle funds"
"301872374","1","a lean year"
"301872486","1","marginal industries"
"301872619","1","an unremunerative occupation"
"301872745","1","the differences are profound"
"301872745","2","a profound insight"
"301872745","3","a profound book"
"301872745","4","a profound mind"
"301872745","5","profound contempt"
"301872745","6","profound regret"
"301873163","1","deep thoughts"
"301873163","2","a deep allegory"
"301873295","1","a deeply thoughtful essay"
"301873406","1","superficial similarities"
"301873406","2","a superficial mind"
"301873406","3","his thinking was superficial and fuzzy"
"301873406","4","superficial knowledge"
"301873406","5","the superficial report didn't give the true picture"
"301873406","6","only superficial differences"
"301873985","1","for all his apparent wealth he had no money to pay the rent"
"301873985","2","the committee investigated some apparent discrepancies"
"301873985","3","the ostensible truth of their theories"
"301873985","4","his seeming honesty"
"301874331","1","his dilettantish efforts at painting"
"301874561","1","too facile a solution for so complex a problem"
"301874716","1","glib generalizations"
"301874716","2","a glib response to a complex question"
"301874886","1","left their clothes dirty looking"
"301874886","2","a most disagreeable looking character"
"301874886","3","angry-looking"
"301874886","4","liquid-looking"
"301874886","5","severe-looking policemen on noble horses"
"301874886","6","fine-sounding phrases"
"301874886","7","taken in by high-sounding talk"
"301875227","1","shallow people"
"301875227","2","his arguments seemed shallow and tedious"
"301875437","1","her beauty is only skin-deep"
"301876006","1","progressive schools"
"301876261","1","the advanced teaching methods"
"301876261","2","had advanced views on the subject"
"301876261","3","a forward-looking corporation"
"301876261","4","is British industry innovative enough?"
"301876670","1","modernized methods"
"301876780","1","state-of-the-art technology"
"301878075","1","a pronounceable group of letters"
"301878227","1","she used rolling r's as in Spanish"
"301878466","1","proper medical treatment"
"301878466","2","proper manners"
"301878870","1","her becoming modesty"
"301878870","2","comely behavior"
"301878870","3","it is not comme il faut for a gentleman to be constantly asking for money"
"301878870","4","a decent burial"
"301878870","5","seemly behavior"
"301879261","1","it isn't right to leave the party without saying goodbye"
"301879261","2","correct behavior"
"301879464","1","what's the right word for this?"
"301879464","2","the right way to open oysters"
"301879667","1","We have come to dedicate a portion of that field...It is altogether fitting and proper that we should do this"
"301879912","1","the fund earns halal profits in full compliance with the Shari'a"
"301880163","1","my straitlaced Aunt Anna doesn't approve of my miniskirts"
"301880531","1","slightly improper to dine alone with a married man"
"301880531","2","improper medication"
"301880531","3","improper attire for the golf course"
"301880918","1","was buried with indecent haste"
"301880918","2","indecorous behavior"
"301880918","3","language unbecoming to a lady"
"301880918","4","unseemly to use profanity"
"301880918","5","moved to curb their untoward ribaldry"
"301881365","1","out-of-the-way remarks"
"301881478","1","the wrong medicine"
"301881478","2","the wrong way to shuck clams"
"301881478","3","it is incorrect for a policeman to accept gifts"
"301881696","1","prophetic writings"
